id,twitterlink,caption,likes,shares,posttime,postdatetime,collecttime,videotranscriptionpath,videocontext,,politicalbias,misleading,criticism,videoaudiopairing,videocaptionpairing,audiocaptionparing,,label
66,https://x.com/CharlieK_news/status/1985887424074170859,"🚨BREAKING: This is happening right now in Pima County, Arizona People are digging through drop boxes — no oversight, no security, nothing. Mail-in ballots wide open for abuse. Election integrity hanging by a thread. Voter fraud is out of control. Ban mail-in ballots NOW.",792,551,"5:50 PM · Nov 4, 2025",2025-11-05T01:50:32.000Z,2025/11/5 14:02,,,,,,,,,,,
67,https://x.com/BreitbartNews/status/1986177061564612878,"TRUMP: ""We Can't Be Extorted"" by Dems Wanting TRILLIONS for Illegals!",268,59,"1:01 PM · Nov 5, 2025",2025-11-05T21:01:27.000Z,2025/11/5 14:07,,,,,,,,,,,
68,https://x.com/DOGE__news/status/1986174179016659027,Listen to this 🤣,207,36,"12:50 PM · Nov 5, 2025",2025-11-05T20:50:00.000Z,2025/11/5 14:10,,,,,,,,,,,
69,https://x.com/TimcastNews/status/1986179773102510477,"After being filmed vandalizing a “Change My Mind” sign, a University of Oklahoma student allegedly assaulted a Louder with Crowder staff member who confronted her.",77,15,"1:12 PM · Nov 5, 2025",2025-11-05T21:12:14.000Z,2025/11/5 14:12,,,,,,,,,,,
70,https://x.com/BarronTNews_/status/1986026747914051741,"Scott Presler deserves massive credit tonight. No matter how the results shake out, the man has been on the ground for MONTHS — rain or shine — turning out voters across New Jersey, Virginia, and Pennsylvania. He’s a machine. A one-man movement that sparked thousands to take action. Same goes for the warriors at Turning Point Action and every single patriot who knocked doors, registered voters, and refused to sit back. This is what real grassroots power looks like. America First isn’t just a slogan — it’s a mission. Thank you, patriots. 🇺🇸",2604,333,"3:04 AM · Nov 5, 2025",2025-11-05T11:04:09.000Z,2025/11/5 14:14,,,,,,,,,,,
71,https://x.com/joeroganhq/status/1986030734013014294,Just a friendly reminder that CNN intentionally used a filter to make Joe Rogan look more sick when he got COVID.,3130,271,"3:20 AM · Nov 5, 2025",2025-11-05T11:20:00.000Z,2025/11/5 14:16,,,,,,,,,,,
72,https://x.com/MAGAVoice/status/1985401719749296404,BREAKING 🚨The fake news BBC was just caught doctoring President Trumps speech on January 6th Watch as they deceptively portray Trump clipping parts together that do NOT go together THEY SHOULD BE SUED INTO OBLIVION,41819,11869,"9:40 AM · Nov 3, 2025",2025-11-03T17:40:31.000Z,2025/11/5 14:18,,,,,,,,,,,
73,https://x.com/MAGAVoice/status/1985146761602859477,BREAKING 🚨Donald Trump just EXPOSED Fake News 60 Minutes who just tried to BLAME him for the Government shutdown “I won’t do it by EXTORTION! I'm NOT going to do it by being extorted by the Democrats who have lost their way” I AGREE HOLD THE LINE,34542,5681,"4:47 PM · Nov 2, 2025",2025-11-03T00:47:24.000Z,2025/11/5 14:24,,,,,,,,,,,
74,https://x.com/Rightanglenews/status/1985836912762925327,"BREAKING - Democrats in Los Angeles have been caught leading a group of Chinese immigrants to vote for Gavin Newsom’s Prop 50 even though, when asked in Chinese what they were voting for, they couldn’t answer and repeatedly redirected reporters to the White liberals guiding them.",37784,15659,"2:29 PM · Nov 4, 2025",2025-11-04T22:29:49.000Z,2025/11/5 14:26,,,,,,,,,,,
75,https://x.com/omarsuleiman/status/1986123585878970730,"Gabriele Nunziati was fired by his employer, Italy’s Nova news agency after asking a EU official about Israel paying for the reconstruction of Gaza. Their only recourse is censorship. Punish the question and control the narrative.",1456,654,"9:28 AM · Nov 5, 2025",2025-11-05T17:28:57.000Z,2025/11/5 14:42,,,,,,,,,,,
76,https://x.com/DOGE__news/status/1986128880575647809,"""Damn, actually?"" Play stupid games, win stupid prizes.",188,18,"9:50 AM · Nov 5, 2025",2025-11-05T17:50:00.000Z,2025/11/5 14:44,,,,,,,,,,,
77,https://x.com/real_eire/status/1986170012051067062,Carol Nolan TD calling for deportation all non-nationals convicted of violent crimes.,547,75,"12:33 PM · Nov 5, 2025",2025-11-05T20:33:26.000Z,2025/11/5 14:47,,,,,,,,,,,
78,https://x.com/BarronTNews_/status/1986173487954772297,"🚨WOW! Dr. Oz just dropped a bomb as head of CMS — says SIX Democrat states have been caught stealing over $1.3 BILLION in federal tax dollars meant for healthcare, funneled to ILLEGALS “We don’t trust these six states… they already know, and they’re embarrassed.” Should those states face federal prosecution? Yes No",321,112,"12:47 PM · Nov 5, 2025",2025-11-05T20:47:15.000Z,2025/11/5 14:49,,,,,,,,,,,
79,https://x.com/FoxNews/status/1986185350562377870,"TUNE IN: President Trump tells 
@BretBaier
 that Democrats have become ""radicalized lunatics"" as the government shutdown becomes the longest in US history. 

Watch the full interview on 
@SpecialReport
 tonight at 6PM ET.",289,78,"1:34 PM · Nov 5, 2025",2025-11-05T21:34:23.000Z,2025/11/5 15:04,,,,,,,,,,,
80,https://x.com/factpostnews/status/1986125206922920381,"Las Vegas news outlet highlights the high cost of burgers: ""$60 paid for two hamburgers... It's just a single burger, cheese, lettuce, tomato, onion, mayonnaise, whatever. Not like double burger, no bacon, nothing fancy.""",638,109,"9:35 AM · Nov 5, 2025",2025-11-05T17:35:24.000Z,2025/11/5 15:05,,,,,,,,,,,
81,https://x.com/laralogan/status/1986207047252087017,"The genocide of Christians in Nigeria has recently been in the news, even brought up by President Trump. Entire villages have been wiped out and families slaughtered in their homes. For years I’ve been reporting on this crisis, and on November 18 in Dallas I’ll be joining Judd Saul and his team from Equipping the Persecuted for a powerful event called “Defending the Faith.” Come hear the truth about what’s really happening on the ground, how the threat of radical Islam is spreading, and how you can make a difference. 🎟️Buy your tickets now or better yet sponsor a table below…See you there! 📍Arts District Mansion, Dallas Texas 🕕Tues, Nov. 18 | Doors open 6:30 PM #DefendingTheFaith #EquippingThePersecuted #LaraLogan #JuddSaul #Nigeria #FaithUnderFire",96,28,"3:00 PM · Nov 5, 2025",2025-11-05T23:00:36.000Z,2025/11/5 15:11,,,,,,,,,,,
82,https://x.com/SkyNews/status/1986033300092113072,"BREAKING: Two people are in intensive care following a driver knocking down several people on the French island of Ile d'Oleron. The mayor of Dolus-d'Oleron, told BFMTV the suspect, in his 30s, shouted ""Allahu Akbar"" (Arabic for God is Greatest) when he was detained",1215,616,"3:30 AM · Nov 5, 2025",2025-11-05T11:30:12.000Z,2025/11/5 15:14,,,,,,,,,,,
83,https://x.com/FoxNews/status/1986181503639036381,"FIRST LOOK: FOX News' 
@TreyYingst
 entered the Gaza Strip to see the “yellow line” that separates control inside the devastated territory after years of fighting. With the ceasefire underway, the Trump administration is working toward phase two of the peace plan. Tune in for more coverage on FOX News this Sunday.",201,51,"1:19 PM · Nov 5, 2025",2025-11-05T21:19:06.000Z,2025/11/5 15:17,,,,,,,,,,,
84,https://x.com/CharlieK_news/status/1986168465443397848,"🚨 JUST IN: Stephen Miller just dropped a TRUTH BOMB on the radical Left 🔥

“I get death threats every single day. My wife gets them too. We’ve been doxed, stalked, harassed — because we refuse to bow to the Left.”

He says the Democrat Party has become “dangerously, violently radicalized.”

“People all across government and law enforcement who fight for safety, security, prosperity — they’re under constant attack from radical leftist movements.”

Miller called out the Left for dehumanizing its opponents, defending criminal aliens and MS-13 members, and even celebrating a violent child smuggler they painted as a “hero.”

“This is a dangerous party. This is a dangerous movement.” — 
@StephenM


⚠️ The Left isn’t just disagreeing anymore… they’re weaponizing hate.",191,74,"12:27 PM · Nov 5, 2025",2025-11-05T20:27:18.000Z,2025/11/5 15:21,,,,,,,,,,,
85,https://x.com/MacFarlaneNews/status/1986123533429182518,ALERT: Closing arguments begin shortly in “sandwich guy” trial And yes…. It *is* a crowded court My latest ====>,902,233,"9:28 AM · Nov 5, 2025",2025-11-05T17:28:45.000Z,2025/11/5 15:27,,,,,,,,,,,
86,https://x.com/SkySportsNews/status/1986120747379486958,"🗣️""It depends how long he stays fit and if he has the hunger to play until he's 40"" Jimmy Floyd Hasselbaink on the comparison between Erling Haaland and Lionel Messi and Cristiano Ronaldo.",396,30,"9:17 AM · Nov 5, 2025",2025-11-05T17:17:41.000Z,2025/11/5 15:31,,,,,,,,,,,
87,https://x.com/BreannaMorello/status/1986212681976610977,"🚨BREAKING NEWS🚨 President Donald Trump has issued a warning to the Nigerian government. He says if the Nigerian government does NOT stop the Islamic terrorists from slaughtering Christians that he will send our military in. “Warning! The Nigerian government better move fast before it’s too late. If they don’t, there was going to be hell to pay!”",96,23,"3:23 PM · Nov 5, 2025",2025-11-05T23:23:00.000Z,2025/11/5 15:44,,,,,,,,,,,
88,https://x.com/ABC/status/1986062833164132511,"New York City Mayor-Elect Zohran Mamdani told 
@GMA
 that he would not be ""intimidated"" by potential threats from President Trump to deploy the National Guard to the city.

Read more: https://abcnews.visitlink.me/45U-ED",155,40,"5:27 AM · Nov 5, 2025",2025-11-05T13:27:33.000Z,2025/11/5 15:50,,,,,,,,,,,
89,https://x.com/Rightanglenews/status/1986215852677443871,"BREAKING - Buena Vista police are seeking the public’s help in locating a black woman who threw boiling hot coffee on a McDonald’s worker while shouting, “Catch that hot ass coffee,” before fleeing the restaurant.",169,83,"3:35 PM · Nov 5, 2025",2025-11-05T23:35:36.000Z,2025/11/5 16:01,,,,,,,,,,,
90,https://x.com/implausibleblog/status/1986198713665196366,"BBC News shows footage of flattened ground, part of what used to be Gaza

As you watch this clip remember two things:

1. 
@Keir_Starmer
 repeatedly said that Israel has the right to defend itself while Israel was literally flattening Gaza as you see in this footage

2. The UK flew over 500 spy plane flights over Gaza taking photos and videos of everything, which means since Oct 7th both Rishi Sunak and Keir Starmer would have seen images of Israel flattening Gaza as we now see shown in this BBC clip

Shameful",236,91,"2:27 PM · Nov 5, 2025",2025-11-05T22:27:29.000Z,2025/11/5 16:08,,,,,,,,,,,
91,https://x.com/DefiantLs/status/1986221996200382675,New Jersey newly elected governor asked about making $7 million with stocks... blames news network who reported it.,101,20,"4:00 PM · Nov 5, 2025",2025-11-06T00:00:00.000Z,2025/11/5 16:11,,,,,,,,,,,
92,https://x.com/OANN/status/1986218219582202257,"The West is Committing Suicide.

First Generation Albanian-American Immigration Attorney and Candidate for Secretary of State in Connecticut, 
@RealPeterLumaj
, explains to 
@RileyLewis760
 that the West is committing suicide by importing people who do not assimilate and do not share our values on 
@therealstoryoan
 

Watch OAN Live here: https://live.oann.com/home.ktv?utm_source=socials&utm_medium=social+media&utm_campaign=x",98,39,"3:45 PM · Nov 5, 2025",2025-11-05T23:45:00.000Z,2025/11/5 16:24,,,,,,,,,,,
93,https://x.com/ABC/status/1986220084386267522,A California mother of two says her Affordable Care Act health insurance premiums will go up almost 300% when enhanced tax credits for the program expire. The enhanced premium tax credits are set to expire for ACA enrollees on Dec. 31. https://abcnews.link/t0MkvvZ,15,12,"3:52 PM · Nov 5, 2025",2025-11-05T23:52:24.000Z,2025/11/5 16:25,,,,,,,,,,,
94,https://x.com/OANN/status/1986212716026208433,"Minneapolis Mayor Jacob Frey wins re-election, defeating far-left challenger Omar Fateh in a race that tested the city’s political direction. Frey, who secured just over 50% of the vote, told supporters Minneapolis has weathered difficult times and is poised for renewal, declaring, “Minneapolis is coming back.” Subscribe to OAN Live Here: https://live.oann.com/home.ktv?utm_source=socials&utm_medium=social+media&utm_campaign=x",71,16,"3:23 PM · Nov 5, 2025",2025-11-05T23:23:08.000Z,2025/11/5 16:27,,,,,,,,,,,
95,https://x.com/nypost/status/1986223116146671930,"Ex-Gov Andrew Cuomo told The Post he believes the Democratic Party is “headed down a dangerous road,” in his first public sighting since losing to lefty mayor-elect Zohran Mamdani. https://trib.al/ZlNogFj",92,19,"4:04 PM · Nov 5, 2025",2025-11-06T00:04:27.000Z,2025/11/5 16:29,,,,,,,,,,,
96,https://x.com/YossiBenYakar/status/1985000787576005021,"One of the world’s bravest women’s rights activists, and a survivor of Sharia oppression, Ayaan Hirsi Ali has ignited outrage among Muslim migrants in Australia. In a powerful Sky News interview, she warned Australians: “Learn from Europe’s mistakes before it’s too late.” Her message was simple yet explosive, Deport Islamists who refuse to accept Australian laws, values, and culture. Do you agree with her - Yes or No?",59589,13772,"7:07 AM · Nov 2, 2025",2025-11-02T15:07:21.000Z,2025/11/5 16:33,,,,,,,,,,,
97,https://x.com/Rightanglenews/status/1985022081709330749,"BREAKING - A black father is going viral for holding his two sons accountable after they stole energy drinks and snacks from a CVS, escorting them back to the store to apologize to the employees and ban them from the store.",10091,688,"8:31 AM · Nov 2, 2025",2025-11-02T16:31:58.000Z,2025/11/5 16:37,,,,,,,,,,,
98,https://x.com/DOGE__news/status/1985089520560189885,This is great 😂,1302,240,"12:59 PM · Nov 2, 2025",2025-11-02T20:59:57.000Z,2025/11/5 16:47,,,,,,,,,,,
99,https://x.com/DiedSuddenly_/status/1985025964573655153,"""Everything in our world is fake... Everything is a scripted movie."" An accurate 90-second summary of the world we live in. ""Our food is fake, our news is fake, our politicians are fake, our history is fake, even our financial system is fake."" ""I do not believe anything that I see anymore because, after the last five years... I realise that there are narratives being pushed, there are distractions being pushed, and we are watching a movie, so that the people in control can move the chess pieces.""",339,87,"8:47 AM · Nov 2, 2025",2025-11-02T16:47:24.000Z,2025/11/5 16:50,,,,,,,,,,,
100,https://x.com/LeoKearse/status/1984884765892235501,I think we've been tolerant enough.,2664,388,"12:26 AM · Nov 2, 2025",2025-11-02T07:26:20.000Z,2025/11/5 16:52,,,,,,,,,,,
